,receiptId,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
22,5ff1e1ec0a7214ada100056c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:25:32.000,2021-01-03 15:25:32.000,2021-01-03 15:25:32.000,2021-01-03 15:25:32.000,2021-01-03 15:25:32.000,150.0,2021-01-03 15:25:32.000,2.0,FINISHED,21.0,5ff1e1eacfcf6c399c274ae6
23,5ff1e1d70a720f0523000571,40.0,COMPLETE_PARTNER_RECEIPT,2021-01-03 15:25:11.000,2021-01-03 15:25:11.000,2021-01-03 15:25:12.000,2021-01-03 15:25:12.000,2021-01-03 15:25:12.000,185.0,2021-01-03 15:25:12.000,2.0,FINISHED,2.0,5ff1e194b6a9d73a3a9f1052
24,5ff1e1c60a7214ada100055e,5.0,All-receipts receipt bonus,2021-01-03 15:24:54.000,2021-01-03 15:24:54.000,2021-01-03 15:24:59.000,2021-01-03 15:24:59.000,2021-01-03 15:24:59.000,5.0,2021-01-03 15:24:59.000,2.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
25,5ff1e1ee0a7214ada1000570,5.0,All-receipts receipt bonus,2021-01-03 15:25:34.000,2021-01-03 15:25:34.000,2021-01-03 15:25:35.000,2021-01-03 15:25:35.000,2021-01-03 15:25:35.000,5.0,2021-01-03 15:25:35.000,5.0,FINISHED,27.0,5ff1e1eacfcf6c399c274ae6
26,5ff1e1cf0a720f0523000570,5.0,All-receipts receipt bonus,2021-01-03 15:25:03.000,2021-01-03 15:25:03.000,2021-01-03 15:25:09.000,2021-01-03 15:25:09.000,2021-01-03 15:25:09.000,5.0,2021-01-03 15:25:09.000,2.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
27,5ff1e1e10a720f0523000572,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-03 15:25:21.000,2021-01-03 15:25:21.000,2021-01-03 15:25:21.000,2021-01-03 15:25:21.000,2021-01-03 15:25:21.000,35.0,2021-01-03 15:25:21.000,1.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
28,5ff1e1d40a7214ada1000562,,,2021-01-03 15:25:08.000,2021-01-03 15:25:08.000,,,,,,3.0,REJECTED,3.0,5ff1e194b6a9d73a3a9f1052
29,5ff1e1ee0a720f0523000578,5.0,All-receipts receipt bonus,2021-01-03 15:25:34.000,2021-01-03 15:25:34.000,2021-01-03 15:25:34.000,2021-01-03 15:25:34.000,2021-01-03 15:25:34.000,5.0,2021-01-03 15:25:34.000,4.0,FINISHED,27.0,5ff1e1eacfcf6c399c274ae6
30,5ff371030a7214ada10005a5,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:48:19.000,2021-01-04 19:48:19.000,2021-01-04 19:48:20.000,2021-01-04 19:48:20.000,2021-01-04 19:48:20.000,650.0,2021-01-04 19:48:20.000,10.0,FINISHED,10.0,5ff370c562fde912123a5e0e
31,5ff36dcc0a720f05230005b1,5.0,All-receipts receipt bonus,2021-01-04 19:34:36.000,2021-01-04 19:34:36.000,2021-01-04 19:34:36.000,2021-01-04 19:34:36.000,2021-01-04 19:34:36.000,55.0,2021-01-04 19:34:36.000,1.0,FINISHED,0.99,5ff36d0362fde912123a5535
32,5ff36c750a7214ada100058f,,,2021-01-04 19:28:53.000,2021-01-04 19:28:53.000,2021-01-04 19:28:54.000,2021-01-04 19:28:54.000,2021-01-04 19:28:54.000,500.0,2021-01-04 19:28:54.000,9.0,FINISHED,89.91,5ff36be7135e7011bcb856d3
33,5ff36d860a720f05230005a7,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04 19:33:26.000,2021-01-04 19:33:26.000,2021-01-04 19:33:26.000,2021-01-04 19:33:26.000,2021-01-04 19:33:26.000,50.0,2021-01-04 19:33:26.000,1.0,FINISHED,1.0,54943462e4b07e684157a532
34,5ff36d9f0a720f05230005ab,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04 19:33:51.000,2021-01-04 19:33:51.000,2021-01-04 19:33:51.000,2021-01-04 19:33:51.000,2021-01-04 19:33:51.000,50.0,2021-01-04 19:33:51.000,1.0,FINISHED,1.0,5ff36d0362fde912123a5535
35,5ff36adb0a720f0523000590,,,2021-01-04 19:22:03.000,2021-01-04 19:22:03.000,2021-01-04 19:22:04.000,2021-01-04 19:22:04.000,2021-01-04 19:22:04.000,250.0,2021-01-04 19:22:04.000,5.0,FINISHED,49.95,5ff36a3862fde912123a4460
36,5ff36da00a7214ada100059b,5.0,All-receipts receipt bonus,2021-01-04 19:33:52.000,2021-01-04 19:33:52.000,2021-01-04 19:33:52.000,2021-01-04 19:33:52.000,2021-01-04 19:33:52.000,5.0,2021-01-04 19:33:52.000,1.0,FINISHED,1.0,5ff36d0362fde912123a5535
37,5ff36dc40a7214ada100059f,5.0,All-receipts receipt bonus,2021-01-04 19:34:28.000,2021-01-04 19:34:28.000,2021-01-04 19:34:28.000,2021-01-04 19:34:28.000,2021-01-04 19:34:28.000,355.0,2021-01-04 19:34:28.000,9.0,FINISHED,89.91,5ff36d0362fde912123a5535
38,5ff3710b0a7214ada10005a7,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:48:27.000,2021-01-04 19:48:27.000,2021-01-04 19:48:28.000,2021-01-04 19:48:28.000,2021-01-04 19:48:28.000,600.0,2021-01-04 19:48:28.000,9.0,FINISHED,89.91,5ff370c562fde912123a5e0e
39,5ff36d780a7214ada1000593,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:33:12.000,2021-01-04 19:33:12.000,2021-01-04 19:33:14.000,2021-01-04 19:33:14.000,2021-01-04 19:33:14.000,1750.0,2021-01-04 19:33:14.000,1.0,FINISHED,10.0,5ff36d78135e7011bcb86488
40,5ff371410a7214ada10005ba,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04 19:49:21.000,2021-01-04 19:49:21.000,2021-01-04 19:49:21.000,2021-01-04 19:49:21.000,2021-01-04 19:49:21.000,350.0,2021-01-04 19:49:21.000,1.0,FINISHED,1.0,5ff370c562fde912123a5e0e
41,5ff36c8b0a720f05230005a1,5.0,All-receipts receipt bonus,2021-01-04 19:29:15.000,2021-01-04 19:29:15.000,2021-01-04 19:29:17.000,2021-01-04 19:29:17.000,2021-01-04 19:29:17.000,5.0,2021-01-04 19:29:17.000,1.0,FINISHED,1.0,54943462e4b07e684157a532
42,5ff36c550a7214ada1000588,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:28:21.000,2021-01-04 19:28:21.000,2021-01-04 19:28:21.000,2021-01-04 19:28:21.000,2021-01-04 19:28:21.000,750.0,2021-01-04 19:28:21.000,5.0,FINISHED,25.0,5ff36be7135e7011bcb856d3
43,5ff36acb0a720f052300058d,5.0,All-receipts receipt bonus,2021-01-04 19:21:47.000,2021-01-04 19:21:47.000,2021-01-04 19:21:48.000,2021-01-04 19:21:48.000,2021-01-04 19:21:48.000,55.0,2021-01-04 19:21:48.000,9.0,FINISHED,89.91,5ff36a3862fde912123a4460
44,5ff371450a7214ada10005bd,5.0,All-receipts receipt bonus,2021-01-04 19:49:25.000,2021-01-04 19:49:25.000,2021-01-04 19:49:26.000,2021-01-04 19:49:26.000,2021-01-04 19:49:26.000,5.0,2021-01-04 19:49:26.000,5.0,FINISHED,49.95,5ff370c562fde912123a5e0e
45,5ff36d9d0a720f05230005aa,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:33:49.000,2021-01-04 19:33:49.000,2021-01-04 19:33:49.000,2021-01-04 19:33:49.000,2021-01-04 19:33:49.000,225.0,2021-01-04 19:33:49.000,5.0,FINISHED,25.0,5ff36d0362fde912123a5535
46,5ff36c590a7214ada1000589,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:28:25.000,2021-01-04 19:28:25.000,2021-01-04 19:28:25.000,2021-01-04 19:28:25.000,2021-01-04 19:28:25.000,275.0,2021-01-04 19:28:25.000,5.0,FINISHED,25.0,5ff36be7135e7011bcb856d3
47,5ff29be20a7214ada1000571,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-04 04:38:58.000,2021-01-04 04:38:58.000,2021-01-04 04:39:06.000,2021-01-04 04:39:06.000,2021-01-04 04:39:06.000,25.0,2021-01-04 04:39:06.000,1.0,FINISHED,1.0,5964eb07e4b03efd0c0f267b
48,5ff3416f0a7214ada1000576,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-04 16:25:19.000,2021-01-04 16:25:19.000,2021-01-04 16:25:19.000,2021-01-04 16:25:19.000,2021-01-04 16:25:19.000,25.0,2021-01-04 16:25:19.000,1.0,FINISHED,28.57,5c3388caea88e15513a95069
49,5ff36c6d0a720f0523000597,5.0,All-receipts receipt bonus,2021-01-04 19:28:45.000,2021-01-04 19:28:45.000,2021-01-04 19:28:45.000,2021-01-04 19:28:45.000,2021-01-04 19:28:45.000,5.0,2021-01-04 19:28:45.000,4.0,FINISHED,18.2,5ff36be7135e7011bcb856d3
50,5ff36a830a7214ada100057b,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:20:35.000,2021-01-04 19:20:35.000,2021-01-04 19:20:36.000,2021-01-04 19:20:36.000,2021-01-04 19:20:36.000,100.0,2021-01-04 19:20:36.000,1.0,FINISHED,1.0,5ff36a3862fde912123a4460
51,5ff36c570a720f0523000593,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:28:23.000,2021-01-04 19:28:23.000,2021-01-04 19:28:23.000,2021-01-04 19:28:23.000,2021-01-04 19:28:23.000,250.0,2021-01-04 19:28:23.000,1.0,FINISHED,10.0,5ff36be7135e7011bcb856d3
52,5ff3713c0a7214ada10005b6,,,2021-01-04 19:49:16.000,2021-01-04 19:49:16.000,2021-01-04 19:49:16.000,2021-01-04 19:49:16.000,2021-01-04 19:49:16.000,350.0,2021-01-04 19:49:16.000,1.0,FINISHED,10.0,5ff370c562fde912123a5e0e
53,5ff371130a7214ada10005aa,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04 19:48:35.000,2021-01-04 19:48:35.000,2021-01-04 19:48:36.000,2021-01-04 19:48:36.000,2021-01-04 19:48:36.000,100.0,2021-01-04 19:48:36.000,1.0,FINISHED,0.99,5ff370c562fde912123a5e0e
54,5ff370f00a7214ada10005a3,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:48:00.000,2021-01-04 19:48:00.000,2021-01-04 19:48:01.000,2021-01-04 19:48:01.000,2021-01-04 19:48:01.000,500.0,2021-01-04 19:48:01.000,5.0,FINISHED,49.95,5ff370c562fde912123a5e0e
55,5ff371240a7214ada10005b3,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:48:52.000,2021-01-04 19:48:52.000,2021-01-04 19:48:52.000,2021-01-04 19:48:52.000,2021-01-04 19:48:52.000,755.0,2021-01-04 19:48:52.000,1.0,FINISHED,1.0,5ff37124135e7011bcb86bc3
56,5ff36c8d0a7214ada1000591,5.0,All-receipts receipt bonus,2021-01-04 19:29:17.000,2021-01-04 19:29:17.000,2021-01-04 19:29:17.000,2021-01-04 19:29:17.000,2021-01-04 19:29:17.000,5.0,2021-01-04 19:29:17.000,1.0,FINISHED,1.0,54943462e4b07e684157a532
57,5ff36ad40a7214ada1000585,5.0,All-receipts receipt bonus,2021-01-04 19:21:56.000,2021-01-04 19:21:56.000,2021-01-04 19:21:56.000,2021-01-04 19:21:56.000,2021-01-04 19:21:56.000,55.0,2021-01-04 19:21:56.000,1.0,FINISHED,0.99,5ff36a3862fde912123a4460
58,5ff36dcb0a7214ada10005a0,5.0,All-receipts receipt bonus,2021-01-04 19:34:35.000,2021-01-04 19:34:35.000,2021-01-04 19:34:36.000,2021-01-04 19:34:36.000,2021-01-04 19:34:36.000,5.0,2021-01-04 19:34:36.000,1.0,FINISHED,9.99,5ff36d0362fde912123a5535
59,5ff3416d0a7214ada1000575,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-04 16:25:17.000,2021-01-04 16:25:17.000,2021-01-04 16:25:17.000,2021-01-04 16:25:17.000,2021-01-04 16:25:17.000,25.0,2021-01-04 16:25:17.000,1.0,FINISHED,28.57,5c3388caea88e15513a95069
60,5ff4ce430a7214ada10005d8,5.0,All-receipts receipt bonus,2021-01-05 20:38:27.000,2021-01-05 20:38:27.000,2021-01-05 20:38:28.000,2021-01-05 20:38:28.000,2021-01-05 20:38:28.000,5.0,2021-01-05 20:38:28.000,4.0,FINISHED,25.0,5ff4ce3dc3d63511e2a484dc
61,5ff4ce400a7214ada10005d5,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:24.000,2021-01-05 20:38:24.000,2021-01-05 20:38:24.000,2021-01-05 20:38:24.000,2021-01-05 20:38:24.000,150.0,2021-01-05 20:38:24.000,5.0,FINISHED,27.0,5ff4ce3dc3d63511e2a484dc
62,5ff4a4ca0a7214ada10005d0,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 17:41:30.000,2021-01-05 17:41:30.000,,,,750.0,,2.0,REJECTED,34.96,5fbc35711d967d1222cbfefc
63,5ff473de0a720f05230005bd,5.0,All-receipts receipt bonus,2021-01-05 14:12:46.000,2021-01-05 14:12:46.000,2021-01-05 14:12:47.000,2021-01-05 14:12:47.000,2021-01-05 14:12:47.000,5.0,2021-01-05 14:12:47.000,1.0,FINISHED,1.0,54943462e4b07e684157a532
64,5ff4ce8c0a7214ada10005e6,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-05 20:39:40.000,2021-01-05 20:39:40.000,2021-01-05 20:39:41.000,2021-01-05 20:39:41.000,2021-01-05 20:39:41.000,35.0,2021-01-05 20:39:41.000,1.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6
65,5ff4ce3d0a7214ada10005d3,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:21.000,2021-01-05 20:38:21.000,2021-01-05 20:38:22.000,2021-01-05 20:38:22.000,2021-01-05 20:38:22.000,750.0,2021-01-05 20:38:22.000,2.0,FINISHED,29.0,5ff4ce3dc3d63511e2a484dc
66,5ff473b40a7214ada10005c5,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-05 14:12:04.000,2021-01-05 14:12:04.000,2021-01-05 14:12:04.000,2021-01-05 14:12:04.000,2021-01-05 14:12:04.000,50.0,2021-01-05 14:12:04.000,1.0,FINISHED,1.0,5ff47392c3d63511e2a47881
67,5ff473f30a720f05230005c0,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 14:13:07.000,2021-01-05 14:13:07.000,2021-01-05 14:13:08.000,2021-01-05 14:13:08.000,2021-01-05 14:13:08.000,1800.0,2021-01-05 14:13:08.000,1.0,FINISHED,10.0,5ff473f3c1e2d0121a9b2707
68,5ff4ce3a0a7214ada10005d2,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:18.000,2021-01-05 20:38:18.000,2021-01-05 20:38:19.000,2021-01-05 20:38:19.000,2021-01-05 20:38:19.000,750.0,2021-01-05 20:38:19.000,2.0,FINISHED,21.0,5ff4ce3ac1e2d0121a9b2fb3
69,5ff473a90a7214ada10005c2,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 14:11:53.000,2021-01-05 14:11:53.000,2021-01-05 14:11:54.000,2021-01-05 14:11:54.000,2021-01-05 14:11:54.000,275.0,2021-01-05 14:11:54.000,5.0,FINISHED,25.0,5ff47392c3d63511e2a47881
70,5ff473b10a7214ada10005c4,,,2021-01-05 14:12:01.000,2021-01-05 14:12:01.000,2021-01-05 14:12:01.000,2021-01-05 14:12:01.000,2021-01-05 14:12:01.000,250.0,2021-01-05 14:12:01.000,5.0,FINISHED,49.95,5ff47392c3d63511e2a47881
71,5ff475820a7214ada10005cf,,,2021-01-05 14:19:46.000,2021-01-05 14:19:46.000,,,,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
72,5ff4ce550a7214ada10005db,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:45.000,2021-01-05 20:38:45.000,2021-01-05 20:38:51.000,2021-01-05 20:38:51.000,2021-01-05 20:38:51.000,300.0,2021-01-05 20:38:51.000,2.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6
73,5ff4ce430a720f05230005c9,5.0,All-receipts receipt bonus,2021-01-05 20:38:27.000,2021-01-05 20:38:27.000,2021-01-05 20:38:27.000,2021-01-05 20:38:27.000,2021-01-05 20:38:27.000,5.0,2021-01-05 20:38:27.000,1.0,FINISHED,29.0,5ff4ce3dc3d63511e2a484dc
74,5ff473d40a7214ada10005c9,5.0,All-receipts receipt bonus,2021-01-05 14:12:36.000,2021-01-05 14:12:36.000,2021-01-05 14:12:37.000,2021-01-05 14:12:37.000,2021-01-05 14:12:37.000,5.0,2021-01-05 14:12:37.000,1.0,FINISHED,9.99,5ff47392c3d63511e2a47881
75,5ff4ce690a7214ada10005e2,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:39:05.000,2021-01-05 20:39:05.000,,,,810.0,,5.0,FLAGGED,13.0,5ff4ce68c1e2d0121a9b3022
76,5ff473f60a7214ada10005ce,,,2021-01-05 14:13:10.000,2021-01-05 14:13:10.000,2021-01-05 14:13:11.000,2021-01-05 14:13:11.000,2021-01-05 14:13:11.000,250.0,2021-01-05 14:13:11.000,5.0,FINISHED,49.95,5ff47392c3d63511e2a47881
77,5ff473cf0a7214ada10005c8,5.0,All-receipts receipt bonus,2021-01-05 14:12:31.000,2021-01-05 14:12:31.000,2021-01-05 14:12:32.000,2021-01-05 14:12:32.000,2021-01-05 14:12:32.000,305.0,2021-01-05 14:12:32.000,1.0,FINISHED,9.99,5ff47392c3d63511e2a47881
78,5fa5ad370a720f05ef000089,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-11-06 20:08:23.000,2020-11-06 20:08:23.000,2021-01-05 20:53:40.000,2021-01-05 20:53:40.000,2021-01-05 20:53:40.000,9449.8,2021-01-05 20:53:40.000,11.0,FINISHED,291.0,5fa5ad376a26f611e71ab5ef
79,5ff4ce650a7214ada10005e1,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:39:01.000,2021-01-05 20:39:01.000,,,,750.0,,1.0,FLAGGED,1.0,5ff4ce65c3d63511e2a4853b
80,5ff473e40a7214ada10005cc,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-05 14:12:52.000,2021-01-05 14:12:52.000,2021-01-05 14:12:53.000,2021-01-05 14:12:53.000,2021-01-05 14:12:53.000,50.0,2021-01-05 14:12:53.000,1.0,FINISHED,1.0,54943462e4b07e684157a532
81,5ff4ce3c0a720f05230005c4,,,2021-01-05 20:38:20.000,2021-01-05 20:38:20.000,,,,,,0.0,FLAGGED,0.0,5ff4ce3cc1e2d0121a9b2fba
